brand,model,transmission,make_year,reg_year,fuel_type,engine_capacity(CC),km_driven,ownership,price,overall_cost,has_insurance,spare_key,reg_number,title
Maruti,XL6 ALPHA PLUS MT,Manual,2023,,Petrol,1462,21398,1st owner,1161000,22099,TRUE,No,MH04,2023 Maruti XL6 ALPHA PLUS MT
KIA,SONET GTX PLUS 1.5,Manual,2022,,Diesel,,28326,1st owner,1197000,22784,TRUE,Yes,MH05,2022 KIA SONET GTX PLUS 1.5
Maruti,Baleno ZETA PETROL 1.2,Manual,2017,,Petrol,1197,94021,2nd owner,491000,9591,TRUE,Yes,MH02,2017 Maruti Baleno ZETA PETROL 1.2
Hyundai,NEW I20 Sportz 1.2 IVT,Automatic,2022,,Petrol,,8330,1st owner,865000,16464,TRUE,Yes,MH03,2022 Hyundai NEW I20 Sportz 1.2 IVT
Maruti,New Wagon-R LXI CNG 1.0,Manual,2020,,CNG,998,25298,1st owner,532000,10398,TRUE,Yes,MH05,2020 Maruti New Wagon-R LXI CNG 1.0
Hyundai,VENUE SX 1.0 (O) TURBO,Manual,2021,,Petrol,998,24125,2nd owner,869000,16541,TRUE,Yes,MH03,2021 Hyundai VENUE SX 1.0 (O) TURBO
Renault,TRIBER RXZ AMT,Automatic,2022,,Petrol,999,55853,1st owner,631000,12344,TRUE,No,MH46,2022 Renault TRIBER RXZ AMT
Tata,NEXON XM PETROL,Manual,2021,,Petrol,1199,16202,1st owner,810000,15413,TRUE,No,MH46,2021 Tata NEXON XM PETROL
Honda,Jazz 1.2L I-VTEC V AT,Automatic,2018,,Petrol,1199,29442,1st owner,623000,12183,TRUE,Yes,MH03,2018 Honda Jazz 1.2L I-VTEC V AT
Honda,City 1.5L I-VTEC SV,Manual,2018,,Petrol,1497,29156,2nd owner,646000,12625,TRUE,Yes,MH02,2018 Honda City 1.5L I-VTEC SV
Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,2016,,Diesel,1248,72213,1st owner,727000,14208,TRUE,Yes,MH04,2016 Maruti Vitara Brezza ZDI PLUS DUAL TONE
Maruti,Swift VXI,Manual,2017,,Petrol,1197,74579,1st owner,488000,9536,TRUE,No,MH46,2017 Maruti Swift VXI
Honda,City 1.5L I-VTEC SV,Manual,2017,,Petrol,1497,36479,1st owner,634000,12398,TRUE,Yes,MH04,2017 Honda City 1.5L I-VTEC SV
Tata,NEXON XM PETROL,Manual,2022,,Petrol,1199,5448,2nd owner,793000,15505,TRUE,Yes,MH01,2022 Tata NEXON XM PETROL
Honda,Amaze 1.5L I-DTEC VX CVT,Automatic,2019,,Diesel,1498,44280,2nd owner,699000,13666,TRUE,Yes,MH05,2019 Honda Amaze 1.5L I-DTEC VX CVT
Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Automatic,2021,,Petrol,1197,16808,1st owner,686000,13414,TRUE,Yes,MH47,2021 Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT
Maruti,Celerio ZXI AMT,Automatic,2016,,Petrol,998,42692,1st owner,391000,7645,TRUE,No,MH04,2016 Maruti Celerio ZXI AMT
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2019,,Petrol,1197,36504,1st owner,517000,10108,TRUE,Yes,MH01,2019 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
Tata,Tiago XZA PLUS PETROL,Automatic,2021,,Petrol,1199,13005,1st owner,631000,12336,TRUE,Yes,MH47,2021 Tata Tiago XZA PLUS PETROL
Tata,Tiago XZA PLUS PETROL,Automatic,2022,,Petrol,1199,16366,1st owner,686000,13414,TRUE,Yes,MH47,2022 Tata Tiago XZA PLUS PETROL
Hyundai,Creta SX AT 1.6 PETROL,Automatic,2019,,Petrol,1591,47015,2nd owner,1008000,19186,TRUE,Yes,MH47,2019 Hyundai Creta SX AT 1.6 PETROL
Maruti,IGNIS ZETA 1.2 AMT,Automatic,2018,,Petrol,1197,76787,2nd owner,457000,8941,TRUE,Yes,MH47,2018 Maruti IGNIS ZETA 1.2 AMT
Maruti,BREZZA ZXI SMART HYBRID,Manual,2022,,Petrol,1462,18859,1st owner,1106000,21052,TRUE,Yes,MH43,2022 Maruti BREZZA ZXI SMART HYBRID
Maruti,New Wagon-R ZXI 1.2 AMT,Automatic,2021,,Petrol,1197,26550,1st owner,612000,11972,TRUE,Yes,MH04,2021 Maruti New Wagon-R ZXI 1.2 AMT
Hyundai,VENUE SX 1.0 TURBO IMT,Manual,2021,,Petrol,998,15020,1st owner,936000,17816,TRUE,Yes,MH43,2021 Hyundai VENUE SX 1.0 TURBO IMT
Maruti,Wagon R 1.0 LXI CNG,Manual,2015,,CNG,998,52646,1st owner,353000,9290,TRUE,Yes,MH03,2015 Maruti Wagon R 1.0 LXI CNG
Tata,NEXON XZA PLUS SUNROOF DIESEL,Automatic,2020,,Diesel,1497,75525,2nd owner,936000,17816,TRUE,No,MH15,2020 Tata NEXON XZA PLUS SUNROOF DIESEL
Hyundai,VENUE SX 1.0 TURBO IMT,Manual,2021,,Petrol,998,16372,1st owner,924000,17587,TRUE,Yes,MH01,2021 Hyundai VENUE SX 1.0 TURBO IMT
Maruti,Baleno ZETA DIESEL 1.3,Manual,2017,,Diesel,1248,107722,2nd owner,521000,11589,TRUE,Yes,MH47,2017 Maruti Baleno ZETA DIESEL 1.3
Ford,Ecosport TITANIUM 1.5L PETROL AT,Automatic,2017,,Petrol,1499,46031,2nd owner,558000,10914,TRUE,Yes,MH05,2017 Ford Ecosport TITANIUM 1.5L PETROL AT
Maruti,Baleno ALPHA CVT PETROL 1.2,Automatic,2018,,Petrol,1197,15600,1st owner,674000,13177,TRUE,Yes,MH02,2018 Maruti Baleno ALPHA CVT PETROL 1.2
Maruti,New Wagon-R VXI 1.0 AMT,Automatic,2022,,Petrol,998,28720,1st owner,636000,12442,TRUE,Yes,MH46,2022 Maruti New Wagon-R VXI 1.0 AMT
Volkswagen,Ameo COMFORTLINE 1.0L,Manual,2019,,Petrol,999,34651,2nd owner,483000,9441,TRUE,No,MH05,2019 Volkswagen Ameo COMFORTLINE 1.0L
Tata,NEXON XZA PLUS (O) PETROL,Automatic,2021,,Petrol,1199,26213,1st owner,1015000,19320,TRUE,No,MH05,2021 Tata NEXON XZA PLUS (O) PETROL
Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2017,,Petrol,1197,113853,2nd owner,523000,11634,TRUE,No,MH03,2017 Maruti Baleno ZETA CVT PETROL 1.2
Maruti,New Wagon-R VXI 1.0 AMT,Automatic,2023,,Petrol,998,3883,1st owner,696000,13613,TRUE,Yes,MH47,2023 Maruti New Wagon-R VXI 1.0 AMT
Honda,WR-V 1.2L I-VTEC VX MT,Manual,2018,,Petrol,1199,59962,1st owner,648000,12669,TRUE,No,MH43,2018 Honda WR-V 1.2L I-VTEC VX MT
Hyundai,Creta SX PLUS AT 1.6 PETROL,Automatic,2016,,Petrol,1591,83626,1st owner,854000,16255,TRUE,Yes,MH02,2016 Hyundai Creta SX PLUS AT 1.6 PETROL
Maruti,Ciaz ALPHA  AT 1.5 SHVS PETROL,Automatic,2018,,Petrol,1462,57363,1st owner,741000,14478,TRUE,Yes,MH04,2018 Maruti Ciaz ALPHA  AT 1.5 SHVS PETROL
Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2018,,Petrol,1197,43340,1st owner,619000,12102,TRUE,Yes,MH03,2018 Maruti Baleno ZETA CVT PETROL 1.2
Maruti,Dzire LXI,Manual,2017,,Petrol,1197,89378,2nd owner,431000,8426,TRUE,Yes,MH03,2017 Maruti Dzire LXI
Honda,City 1.5L I-VTEC VX CVT,Automatic,2019,,Petrol,1497,54768,1st owner,861000,16388,TRUE,No,MH01,2019 Honda City 1.5L I-VTEC VX CVT
Volkswagen,Polo TRENDLINE 1.0L,Manual,2019,,Petrol,999,40729,2nd owner,433000,8457,TRUE,No,MH02,2019 Volkswagen Polo TRENDLINE 1.0L
Maruti,Baleno DELTA PETROL 1.2,Manual,2016,,Petrol,1197,43408,1st owner,505000,9873,TRUE,Yes,MH01,2016 Maruti Baleno DELTA PETROL 1.2
Volkswagen,Vento HIGHLINE 1.6 MPI,Manual,2014,,Petrol,1598,92515,1st owner,376000,8374,TRUE,Yes,MH02,2014 Volkswagen Vento HIGHLINE 1.6 MPI
Tata,PUNCH CREATIVE  AMT,Automatic,2023,,Petrol,1199,9870,1st owner,907000,17264,TRUE,Yes,MH05,2023 Tata PUNCH CREATIVE  AMT
Honda,Amaze 1.2L I-VTEC VX,Manual,2018,,Petrol,1199,58121,1st owner,576000,11261,TRUE,Yes,MH05,2018 Honda Amaze 1.2L I-VTEC VX
Tata,Tiago XZ PETROL,Manual,2018,,Petrol,1199,90384,1st owner,388000,7577,TRUE,No,MH14,2018 Tata Tiago XZ PETROL
Maruti,IGNIS DELTA 1.2 AMT,Automatic,2017,,Petrol,1197,24700,2nd owner,457000,8928,TRUE,Yes,MH46,2017 Maruti IGNIS DELTA 1.2 AMT
Volkswagen,Polo HIGHLINE1.2L,Manual,2014,,Petrol,1198,100662,2nd owner,342000,7608,TRUE,No,MH04,2014 Volkswagen Polo HIGHLINE1.2L
Maruti,Alto K10 VXI,Manual,2014,,Petrol,998,31880,2nd owner,206000,4590,TRUE,No,MH48,2014 Maruti Alto K10 VXI
Hyundai,Verna 1.6 SX (O) CRDI MT,Manual,2017,,Diesel,1582,57368,2nd owner,844000,16065,TRUE,Yes,MH01,2017 Hyundai Verna 1.6 SX (O) CRDI MT
Volkswagen,Ameo HIGHLINE1.2L,Manual,2016,,Petrol,1198,12091,1st owner,484000,9461,TRUE,No,MH06,2016 Volkswagen Ameo HIGHLINE1.2L
KIA,SELTOS HTK PLUS 1.5,Manual,2020,,Petrol,1497,15160,1st owner,1044000,19872,TRUE,No,MH04,2020 KIA SELTOS HTK PLUS 1.5
Nissan,MAGNITE XV MT,Manual,2022,,Petrol,999,33160,1st owner,652000,12747,TRUE,No,MH47,2022 Nissan MAGNITE XV MT
Honda,BR-V 1.5L I-VTEC V CVT,Automatic,2017,,Petrol,1497,75984,2nd owner,620000,12121,TRUE,Yes,MH03,2017 Honda BR-V 1.5L I-VTEC V CVT
Maruti,Swift VXI O,Manual,2016,,Petrol,1197,36116,1st owner,426000,8328,TRUE,Yes,MH46,2016 Maruti Swift VXI O
Maruti,Swift Dzire VXI,Manual,2013,,Petrol,1197,33244,1st owner,379000,9991,TRUE,No,MH02,2013 Maruti Swift Dzire VXI
Renault,Kiger RXL MT,Manual,2021,,Petrol,999,46060,1st owner,528000,10323,TRUE,No,MH43,2021 Renault Kiger RXL MT
Maruti,Alto 800 LXI CNG O,Manual,2017,,CNG,796,76356,1st owner,285000,5566,TRUE,No,MH47,2017 Maruti Alto 800 LXI CNG O
Volkswagen,TAIGUN HIGHLINE 1.0 TSI AT,Automatic,2021,,Petrol,999,49409,1st owner,1173000,22327,TRUE,Yes,MH05,2021 Volkswagen TAIGUN HIGHLINE 1.0 TSI AT
Hyundai,Creta S 1.6 PETROL,Manual,2016,,Petrol,1591,45639,1st owner,643000,12571,TRUE,Yes,MH02,2016 Hyundai Creta S 1.6 PETROL
Renault,Kwid RXT 1.0 AMT (O),Automatic,2018,,Petrol,999,38122,1st owner,361000,7058,TRUE,Yes,MH04,2018 Renault Kwid RXT 1.0 AMT (O)
Maruti,Celerio VXI CNG,Manual,2019,,CNG,998,35436,1st owner,495000,9671,TRUE,No,MH05,2019 Maruti Celerio VXI CNG
Honda,Amaze 1.2L I-VTEC VX,Manual,2018,,Petrol,1199,47710,2nd owner,536000,10479,TRUE,Yes,MH47,2018 Honda Amaze 1.2L I-VTEC VX
Maruti,Ciaz ZXI+ AT,Automatic,2016,,Petrol,1373,90742,1st owner,544000,10635,TRUE,Yes,MH47,2016 Maruti Ciaz ZXI+ AT
Renault,Kwid RXT 1.0 (O),Manual,2020,,Petrol,999,46581,1st owner,385000,7535,TRUE,Yes,MH47,2020 Renault Kwid RXT 1.0 (O)
Hyundai,i20 Active 1.4 SX,Manual,2015,,Diesel,1396,77631,2nd owner,501000,11147,TRUE,No,MH05,2015 Hyundai i20 Active 1.4 SX
Nissan,MAGNITE XL TURBO CVT,Automatic,2022,,Petrol,999,15385,1st owner,767000,14993,TRUE,Yes,MH01,2022 Nissan MAGNITE XL TURBO CVT
Volkswagen,VIRTUS GT PLUS TSI 1.5 EVO DSG,Automatic,2023,,Petrol,1498,9765,1st owner,1642000,31254,TRUE,No,MH01,2023 Volkswagen VIRTUS GT PLUS TSI 1.5 EVO DSG
Tata,TIGOR XE PETROL,Manual,2021,,Petrol,1199,52153,2nd owner,488000,9537,TRUE,Yes,MH05,2021 Tata TIGOR XE PETROL
Volkswagen,Polo COMFORTLINE 1.2L,Manual,2014,,Petrol,1198,96926,2nd owner,332000,7385,TRUE,No,MH43,2014 Volkswagen Polo COMFORTLINE 1.2L
Honda,City 1.5L I-VTEC V MT,Manual,2016,,CNG,1497,63698,1st owner,527000,11723,TRUE,No,MH05,2016 Honda City 1.5L I-VTEC V MT
Volkswagen,Polo GT TSI AT,Automatic,2015,,Petrol,1197,70825,2nd owner,516000,10088,TRUE,Yes,MH03,2015 Volkswagen Polo GT TSI AT
Hyundai,Creta SX PLUS 1.6 PETROL,Manual,2016,,Petrol,1591,71757,1st owner,683000,13353,TRUE,No,MH01,2016 Hyundai Creta SX PLUS 1.6 PETROL
Honda,City 1.5L I-VTEC ZX CVT,Automatic,2017,,Petrol,1497,33825,1st owner,749000,14643,TRUE,Yes,MH43,2017 Honda City 1.5L I-VTEC ZX CVT
Honda,Amaze 1.2L I-VTEC S,Manual,2013,,Petrol,1198,43799,1st owner,314000,8269,TRUE,No,MH02,2013 Honda Amaze 1.2L I-VTEC S
Skoda,Rapid STYLE 1.6 MPI,Manual,2017,,Petrol,1598,58664,1st owner,585000,11437,TRUE,No,MH01,2017 Skoda Rapid STYLE 1.6 MPI
Volkswagen,Polo GT TSI AT,Automatic,2015,,Petrol,1197,54749,1st owner,538000,10518,TRUE,No,MH02,2015 Volkswagen Polo GT TSI AT
Volkswagen,Polo GT TSI AT,Automatic,2016,,Petrol,1197,79397,1st owner,489000,9560,TRUE,Yes,MH03,2016 Volkswagen Polo GT TSI AT
Tata,NEXON XZ PLUS PETROL,Manual,2018,,CNG,1198,48402,3rd owner,629000,12297,TRUE,Yes,MH02,2018 Tata NEXON XZ PLUS PETROL
Maruti,Ciaz DELTA 1.5 SHVS MT PETROL,Manual,2021,,Petrol,1462,30926,1st owner,753000,14721,TRUE,No,MH43,2021 Maruti Ciaz DELTA 1.5 SHVS MT PETROL
Renault,TRIBER RXZ AMT,Automatic,2021,,Petrol,999,35517,1st owner,658000,12859,TRUE,Yes,MH04,2021 Renault TRIBER RXZ AMT
Hyundai,Verna 1.6 VTVT SX O,Manual,2019,,Petrol,1591,92561,2nd owner,837000,15932,TRUE,No,MH05,2019 Hyundai Verna 1.6 VTVT SX O
Maruti,Swift VXI,Manual,2014,,Petrol,1197,29973,1st owner,388000,8631,TRUE,Yes,MH04,2014 Maruti Swift VXI
Ford,Ecosport TREND 1.5L PETROL,Manual,2017,,Petrol,1499,27702,1st owner,534000,10447,TRUE,Yes,MH04,2017 Ford Ecosport TREND 1.5L PETROL
Hyundai,Creta SX PLUS AT 1.6 PETROL,Automatic,2017,,Petrol,1591,22614,1st owner,954000,18159,TRUE,Yes,MH02,2017 Hyundai Creta SX PLUS AT 1.6 PETROL
Maruti,Baleno ALPHA CVT PETROL 1.2,Automatic,2018,,Petrol,1197,44613,2nd owner,573000,11202,TRUE,Yes,MH47,2018 Maruti Baleno ALPHA CVT PETROL 1.2
KIA,SELTOS HTX PLUS AT1.5 DIESEL,Automatic,2020,,Diesel,1493,46401,1st owner,1349000,25677,TRUE,No,MH12,2020 KIA SELTOS HTX PLUS AT1.5 DIESEL
Hyundai,New Elantra 1.6 SX (O) AT DIESEL,Automatic,2018,,Diesel,1582,48716,2nd owner,1065000,20271,TRUE,No,MH02,2018 Hyundai New Elantra 1.6 SX (O) AT DIESEL
Hyundai,NEW SANTRO ERA EXECUTIVE,Manual,2019,,Petrol,1086,56077,1st owner,373000,7291,TRUE,No,MH46,2019 Hyundai NEW SANTRO ERA EXECUTIVE
Honda,Jazz 1.2L I-VTEC S AT,Automatic,2016,,Petrol,1199,97692,1st owner,399000,7801,TRUE,No,MH01,2016 Honda Jazz 1.2L I-VTEC S AT
Nissan,MAGNITE XV PREMIUM,Manual,2021,,Petrol,999,47127,1st owner,660000,12903,TRUE,No,MH46,2021 Nissan MAGNITE XV PREMIUM
Ford,FREESTYLE TITANIUM 1.5 DIESEL,Manual,2018,,Diesel,1498,75160,1st owner,565000,11046,TRUE,Yes,MH04,2018 Ford FREESTYLE TITANIUM 1.5 DIESEL
Maruti,Celerio ZXI,Manual,2017,,Petrol,998,27882,1st owner,384000,7500,TRUE,No,MH47,2017 Maruti Celerio ZXI
Maruti,Wagon R 1.0 LXI CNG,Manual,2014,,CNG,998,99498,2nd owner,289000,9599,TRUE,Yes,MH04,2014 Maruti Wagon R 1.0 LXI CNG
Mahindra,Thar LX  P 4WD AT CONVERTIBLE,Automatic,2022,,Petrol,1997,11951,2nd owner,1388000,26423,TRUE,Yes,MH03,2022 Mahindra Thar LX  P 4WD AT CONVERTIBLE
Tata,TIGOR XZ PETROL,Manual,2018,,Petrol,1199,94586,2nd owner,395000,7722,TRUE,Yes,MH46,2018 Tata TIGOR XZ PETROL
Maruti,Ertiga ZXI,Manual,2013,,Petrol,1373,41016,2nd owner,499000,13147,TRUE,Yes,MH03,2013 Maruti Ertiga ZXI
Hyundai,Creta SX PLUS 1.6 DIESEL,Manual,2017,,Diesel,1582,97787,1st owner,901000,17158,TRUE,No,MH04,2017 Hyundai Creta SX PLUS 1.6 DIESEL
Tata,Safari XZA PLUS ADVENTURE,Automatic,2022,,Diesel,1956,42408,1st owner,1922000,36583,TRUE,Yes,MH12,2022 Tata Safari XZA PLUS ADVENTURE
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2014,,Petrol,1197,100116,1st owner,323000,7185,TRUE,Yes,MH02,2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
Hyundai,VENUE SX 1.0 TURBO,Manual,2019,,Petrol,998,34899,1st owner,817000,15551,TRUE,No,MH47,2019 Hyundai VENUE SX 1.0 TURBO
Hyundai,Creta E PLUS 1.6 PETROL,Manual,2017,,Petrol,1591,43358,1st owner,744000,14545,TRUE,Yes,MH04,2017 Hyundai Creta E PLUS 1.6 PETROL
Hyundai,i10 MAGNA 1.1,Manual,2015,,Petrol,1086,22249,1st owner,292000,5709,TRUE,Yes,MH02,2015 Hyundai i10 MAGNA 1.1
Maruti,Swift Dzire ZXI,Manual,2017,,Petrol,1197,34196,1st owner,524000,10250,TRUE,Yes,MH02,2017 Maruti Swift Dzire ZXI
Maruti,S Cross ALPHA AT SMART HYBRID,Automatic,2020,,Petrol,1462,29708,1st owner,1006000,19148,TRUE,No,MH40,2020 Maruti S Cross ALPHA AT SMART HYBRID
Honda,City 1.5L I-VTEC ZX CVT,Automatic,2021,,Petrol,1498,22827,1st owner,1238000,23572,TRUE,No,MH02,2021 Honda City 1.5L I-VTEC ZX CVT
Maruti,New Wagon-R VXI 1.2,Manual,2019,,Petrol,1197,11829,2nd owner,443000,8653,TRUE,No,MH08,2019 Maruti New Wagon-R VXI 1.2
Maruti,Swift Dzire VXI,Manual,2014,,Petrol,1197,42022,1st owner,387000,8619,TRUE,Yes,MH03,2014 Maruti Swift Dzire VXI
Maruti,Ciaz VXI,Manual,2016,,Petrol,1373,99639,1st owner,454000,8880,TRUE,No,MH43,2016 Maruti Ciaz VXI
Maruti,Baleno DELTA PETROL 1.2,Manual,2017,,Petrol,1197,29835,1st owner,525000,10264,TRUE,No,MH02,2017 Maruti Baleno DELTA PETROL 1.2
Hyundai,VENUE S 1.0 TURBO IMT,Manual,2021,,Petrol,998,49880,1st owner,782000,15288,TRUE,Yes,MH03,2021 Hyundai VENUE S 1.0 TURBO IMT
Honda,City 1.5L I-VTEC SV CVT,Automatic,2014,,Petrol,1497,45962,2nd owner,476000,10578,TRUE,No,MH02,2014 Honda City 1.5L I-VTEC SV CVT
Maruti,Celerio VXI CNG,Manual,2017,,CNG,998,79682,1st owner,395000,7722,TRUE,Yes,MH46,2017 Maruti Celerio VXI CNG
Hyundai,Elite i20 SPORTZ 1.2,Manual,2017,,Petrol,1197,41858,2nd owner,469000,9169,TRUE,No,MH01,2017 Hyundai Elite i20 SPORTZ 1.2
Hyundai,Creta BASE 1.6 PETROL,Manual,2016,,Petrol,1591,53911,1st owner,607000,11867,TRUE,No,MH03,2016 Hyundai Creta BASE 1.6 PETROL
Hyundai,Xcent S 1.2,Manual,2014,,Petrol,1197,36391,1st owner,377000,8376,TRUE,Yes,MH01,2014 Hyundai Xcent S 1.2
Toyota,YARIS VX MT,Manual,2018,,Petrol,1496,30509,2nd owner,783000,15308,TRUE,No,MH03,2018 Toyota YARIS VX MT
KIA,SELTOS GTX PLUS DCT 1.4 PETROL,Automatic,2020,,Petrol,1353,65672,1st owner,1292000,24592,TRUE,Yes,MH01,2020 KIA SELTOS GTX PLUS DCT 1.4 PETROL
Maruti,Ertiga VDI,Manual,2014,,Diesel,1248,119998,2nd owner,567000,14931,TRUE,No,MH48,2014 Maruti Ertiga VDI
Tata,Safari XZ PLUS DARK EDITION,Manual,2022,,Diesel,1956,12384,1st owner,1912000,36393,TRUE,No,MH04,2022 Tata Safari XZ PLUS DARK EDITION
Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,2018,,CNG,1197,32749,1st owner,452000,8839,TRUE,Yes,MH05,2018 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT
Honda,City 1.5L I-VTEC ZX,Manual,2020,,Petrol,1498,27473,1st owner,977000,18596,TRUE,Yes,MH27,2020 Honda City 1.5L I-VTEC ZX
Honda,City 1.5L I-VTEC V MT,Manual,2018,,Petrol,1497,47801,1st owner,707000,13827,TRUE,Yes,MH43,2018 Honda City 1.5L I-VTEC V MT
Hyundai,Elite i20 ASTA 1.4 CRDI (O),Manual,2017,,Diesel,1396,91079,1st owner,612000,11961,TRUE,Yes,MH03,2017 Hyundai Elite i20 ASTA 1.4 CRDI (O)
Maruti,XL6 ALPHA MT,Manual,2021,,Petrol,1462,48740,1st owner,1006000,19148,TRUE,Yes,MH03,2021 Maruti XL6 ALPHA MT
Hyundai,i10 MAGNA 1.1,Manual,2015,,Petrol,1086,55760,2nd owner,282000,5522,TRUE,Yes,MH02,2015 Hyundai i10 MAGNA 1.1
Tata,TIGOR XZA PLUS PETROL,Automatic,2021,,Petrol,1199,39046,1st owner,671000,13112,TRUE,Yes,MH04,2021 Tata TIGOR XZA PLUS PETROL
Ford,Ecosport TITANIUM+ 1.5L DIESEL,Manual,2017,,Diesel,1498,79659,1st owner,613000,11984,TRUE,Yes,MH04,2017 Ford Ecosport TITANIUM+ 1.5L DIESEL
Hyundai,Elite i20 SPORTZ 1.2,Manual,2017,,Petrol,1197,53262,1st owner,513000,10029,TRUE,Yes,MH02,2017 Hyundai Elite i20 SPORTZ 1.2
MG,HECTOR SHARP 1.5 DCT PETROL,Automatic,2019,,Petrol,1451,25760,2nd owner,1299000,24725,TRUE,Yes,MH46,2019 MG HECTOR SHARP 1.5 DCT PETROL
Volkswagen,Polo HIGHLINE1.2L,Manual,2012,,Petrol,1198,61164,1st owner,294000,9765,TRUE,Yes,MH02,2012 Volkswagen Polo HIGHLINE1.2L
KIA,SELTOS GTX PLUS DCT 1.4 PETROL,Automatic,2020,,Petrol,1353,35115,1st owner,1429000,27200,TRUE,Yes,MH04,2020 KIA SELTOS GTX PLUS DCT 1.4 PETROL
Maruti,Ciaz SIGMA 1.5 SHVS MT  PETROL,Manual,2021,,Petrol,1462,16909,1st owner,731000,14291,TRUE,Yes,MH04,2021 Maruti Ciaz SIGMA 1.5 SHVS MT  PETROL
Maruti,IGNIS ZETA 1.2 AMT DUAL TONE,Automatic,2017,,Petrol,1197,19523,2nd owner,475000,9291,TRUE,No,MH02,2017 Maruti IGNIS ZETA 1.2 AMT DUAL TONE
Renault,Kwid RXT 0.8 (O),Manual,2016,,Petrol,799,103116,1st owner,259000,5761,TRUE,Yes,MH46,2016 Renault Kwid RXT 0.8 (O)
Hyundai,VENUE SX PLUS 1.0 TURBO DCT,Automatic,2021,,Petrol,998,48355,1st owner,925000,17607,TRUE,Yes,MH02,2021 Hyundai VENUE SX PLUS 1.0 TURBO DCT
Skoda,Rapid STYLE TSI,Manual,2020,,Petrol,999,33693,1st owner,907000,17264,TRUE,Yes,MH47,2020 Skoda Rapid STYLE TSI
Honda,City 1.5L I-VTE V CVT,Automatic,2017,,Petrol,1497,32899,2nd owner,707000,13822,TRUE,No,MH47,2017 Honda City 1.5L I-VTE V CVT
Mahindra,XUV500 W10 AT,Automatic,2017,,Diesel,2179,36090,2nd owner,1070000,20366,TRUE,Yes,MH01,2017 Mahindra XUV500 W10 AT
Maruti,New Wagon-R ZXI 1.2 AMT,Automatic,2021,,Petrol,1197,34224,1st owner,612000,11972,TRUE,No,MH46,2021 Maruti New Wagon-R ZXI 1.2 AMT
Honda,City 1.5L I-VTEC V MT,Manual,2018,,Petrol,1497,93703,2nd owner,640000,12512,TRUE,Yes,MH01,2018 Honda City 1.5L I-VTEC V MT
Maruti,Wagon R 1.0 VXI,Manual,2015,,Petrol,998,28048,2nd owner,305000,5963,TRUE,No,MH46,2015 Maruti Wagon R 1.0 VXI
Honda,Amaze 1.2L I-VTEC S,Manual,2014,,Petrol,1198,52803,1st owner,354000,7875,TRUE,No,MH46,2014 Honda Amaze 1.2L I-VTEC S
Mahindra,XUV500 W10 AT,Automatic,2017,,Diesel,2179,85662,1st owner,995000,18939,TRUE,Yes,MH03,2017 Mahindra XUV500 W10 AT
Maruti,Wagon R 1.0 VXI,Manual,2013,,Petrol,998,45304,1st owner,262000,6899,TRUE,No,MH46,2013 Maruti Wagon R 1.0 VXI
Maruti,Wagon R 1.0 LXI CNG,Manual,2017,,CNG,998,56359,2nd owner,365000,7136,TRUE,Yes,MH02,2017 Maruti Wagon R 1.0 LXI CNG
MG,HECTOR SHARP 2.0 DIESEL,Manual,2022,,Diesel,1956,29414,1st owner,1682000,32015,TRUE,Yes,MH02,2022 MG HECTOR SHARP 2.0 DIESEL
Hyundai,i10 SPORTZ 1.2 AT,Automatic,2011,,Petrol,1197,51696,1st owner,244000,11486,TRUE,No,MH01,2011 Hyundai i10 SPORTZ 1.2 AT
Maruti,Swift Dzire VXI,Manual,2016,,Petrol,1197,49814,2nd owner,439000,8583,TRUE,No,MH02,2016 Maruti Swift Dzire VXI
Jeep,Compass LIMITED PLUS PETROL AT,Automatic,2019,,Petrol,1368,37211,1st owner,1469000,27961,TRUE,No,MH03,2019 Jeep Compass LIMITED PLUS PETROL AT
Toyota,Corolla Altis VL CVT PETROL,Automatic,2017,,Petrol,1798,56674,1st owner,1012000,19262,TRUE,Yes,MH02,2017 Toyota Corolla Altis VL CVT PETROL
Hyundai,VENUE SX PLUS 1.0 TURBO DCT,Automatic,2019,,Petrol,998,41704,1st owner,912000,17359,TRUE,Yes,MH46,2019 Hyundai VENUE SX PLUS 1.0 TURBO DCT
Hyundai,Elite i20 ASTA 1.2,Manual,2016,,Petrol,1197,46613,1st owner,493000,9638,TRUE,Yes,MH02,2016 Hyundai Elite i20 ASTA 1.2
Hyundai,Creta E PLUS 1.6 PETROL,Manual,2017,,Petrol,1591,23252,2nd owner,700000,13681,TRUE,No,MH46,2017 Hyundai Creta E PLUS 1.6 PETROL
